id_envio;corredor_de_armazenagem;metodo_de_envio;ligações_do_cliente;avaliação_do_cliente;preço;qtd_itens;importancia;genero;desconto;peso_g;Chegou_no_tempo;Destino;DataEnvio;dataEntrega;avaliacaoEntrega
6454;B;Transportadora;3;2;227;3;low;F;4;4450;0;Rondônia;sexta-feira, 29 de dezembro de 2023;terça-feira, 9 de janeiro de 2024;3
6455;C;Transportadora;5;5;131;5;low;F;1;5299;1;Pará;segunda-feira, 10 de agosto de 2020;quinta-feira, 13 de agosto de 2020;4
6456;F;Transportadora;5;2;161;3;low;M;8;5804;1;Bahia;sexta-feira, 20 de janeiro de 2023;terça-feira, 24 de janeiro de 2023;5
6457;D;PAC;3;5;195;3;medium;F;9;4224;0;Goiás;quarta-feira, 13 de outubro de 2021;quarta-feira, 17 de novembro de 2021;1
6458;F;PAC;2;3;266;2;low;M;1;5356;0;Rio Grande do Norte;quinta-feira, 7 de dezembro de 2023;quinta-feira, 28 de dezembro de 2023;3
6459;A;PAC;3;2;198;2;low;M;9;4250;1;Distrito Federal;segunda-feira, 9 de novembro de 2020;quinta-feira, 12 de novembro de 2020;5
6460;B;PAC;4;3;200;4;low;F;10;4291;1;Bahia;sexta-feira, 15 de março de 2024;sábado, 16 de março de 2024;5
6461;C;PAC;6;1;196;4;medium;F;2;5844;0;#REF!;terça-feira, 23 de novembro de 2021;quinta-feira, 23 de dezembro de 2021;1
6462;F;PAC;2;1;285;5;low;M;4;5759;0;Mato Grosso;segunda-feira, 19 de dezembro de 2022;sábado, 14 de janeiro de 2023;3
6463;D;PAC;4;2;265;2;low;M;2;5649;0;Piauí;segunda-feira, 3 de abril de 2023;quinta-feira, 11 de maio de 2023;1
6464;F;PAC;3;2;131;5;low;F;8;5084;0;Maranhão;terça-feira, 22 de agosto de 2023;segunda-feira, 11 de setembro de 2023;2
6465;A;PAC;5;4;216;3;medium;F;2;5404;1;Mato Grosso;terça-feira, 7 de março de 2023;quinta-feira, 9 de março de 2023;5
6466;B;PAC;4;1;253;4;low;F;1;5621;0;Bahia;domingo, 7 de novembro de 2021;terça-feira, 30 de novembro de 2021;2
6467;C;PAC;5;3;230;4;medium;M;4;5278;1;Piauí;domingo, 15 de setembro de 2024;quinta-feira, 19 de setembro de 2024;4
6468;F;PAC;4;1;173;4;medium;F;1;4684;0;Espírito Santo;sexta-feira, 28 de julho de 2023;quinta-feira, 3 de agosto de 2023;3
6469;D;PAC;3;5;206;2;low;F;4;4080;0;Mato Grosso do Sul;quinta-feira, 13 de junho de 2024;quarta-feira, 26 de junho de 2024;3
6470;F;PAC;5;3;189;5;low;M;7;4869;0;Rio Grande do Sul;domingo, 15 de janeiro de 2023;quarta-feira, 15 de fevereiro de 2023;0
6471;A;PAC;3;5;270;3;high;M;1;4078;1;Alagoas;quinta-feira, 30 de novembro de 2023;segunda-feira, 4 de dezembro de 2023;4
6472;B;PAC;4;4;266;3;low;M;3;5531;1;Acre;terça-feira, 29 de outubro de 2024;quinta-feira, 31 de outubro de 2024;4
6473;C;PAC;3;5;270;3;medium;M;7;5477;1;Paraíba;quinta-feira, 9 de abril de 2020;sexta-feira, 10 de abril de 2020;5
6474;F;PAC;3;4;216;8;medium;F;8;4616;0;Sergipe;quarta-feira, 18 de novembro de 2020;quarta-feira, 16 de dezembro de 2020;2
6475;D;PAC;3;1;147;8;medium;M;6;4575;0;Pernambuco;sábado, 28 de dezembro de 2024;sexta-feira, 17 de janeiro de 2025;2
6476;F;PAC;3;2;270;6;medium;F;10;4725;1;Santa Catarina;sexta-feira, 24 de junho de 2022;segunda-feira, 27 de junho de 2022;4
6477;A;PAC;3;2;261;8;low;F;3;5171;0;Paraíba;domingo, 31 de dezembro de 2023;terça-feira, 16 de janeiro de 2024;0
6478;B;PAC;3;3;261;8;medium;M;3;4007;1;São Paulo;sexta-feira, 3 de fevereiro de 2023;quarta-feira, 8 de fevereiro de 2023;4
6479;C;PAC;4;2;177;6;low;F;3;4392;1;Acre;sábado, 2 de dezembro de 2023;terça-feira, 5 de dezembro de 2023;4
6480;F;PAC;4;4;142;10;high;F;7;4624;0;São Paulo;sexta-feira, 1 de janeiro de 2021;domingo, 24 de janeiro de 2021;3
6481;D;PAC;5;4;222;3;medium;F;10;4663;0;Distrito Federal;sábado, 23 de setembro de 2023;quinta-feira, 26 de outubro de 2023;3
6482;F;PAC;4;4;186;7;medium;M;9;5418;0;Rio Grande do Sul;sábado, 30 de novembro de 2024;domingo, 8 de dezembro de 2024;1
6483;A;PAC;3;2;177;3;medium;M;8;5006;1;Amazonas;domingo, 12 de novembro de 2023;segunda-feira, 13 de novembro de 2023;5
6484;B;PAC;4;1;251;4;low;M;3;4433;0;Pernambuco;sexta-feira, 23 de abril de 2021;segunda-feira, 10 de maio de 2021;0
6485;C;PAC;3;5;240;7;medium;F;9;5525;1;Pará;domingo, 31 de dezembro de 2023;segunda-feira, 1 de janeiro de 2024;4
6486;F;PAC;3;4;260;4;medium;M;10;5425;0;Bahia;quinta-feira, 1 de julho de 2021;terça-feira, 27 de julho de 2021;1
6487;D;PAC;4;2;206;7;high;M;3;4991;0;Santa Catarina;quinta-feira, 12 de maio de 2022;quinta-feira, 16 de junho de 2022;0
6488;F;PAC;4;3;242;2;low;M;3;4811;1;Tocantins;terça-feira, 16 de novembro de 2021;sábado, 20 de novembro de 2021;5
6489;A;PAC;3;1;194;3;low;F;1;5566;0;Mato Grosso;segunda-feira, 18 de janeiro de 2021;terça-feira, 26 de janeiro de 2021;2
6490;B;PAC;5;1;232;3;low;F;10;1014;1;Piauí;domingo, 4 de outubro de 2020;terça-feira, 6 de outubro de 2020;4
6491;C;PAC;6;2;279;4;low;F;10;1990;1;São Paulo;sábado, 23 de dezembro de 2023;terça-feira, 26 de dezembro de 2023;4
6492;F;PAC;6;4;251;4;low;F;10;1568;1;Paraná;sexta-feira, 7 de janeiro de 2022;terça-feira, 11 de janeiro de 2022;5
6493;D;PAC;6;1;300;5;low;F;10;1787;0;Rio Grande do Sul;domingo, 29 de novembro de 2020;sexta-feira, 11 de dezembro de 2020;3
6494;F;PAC;7;3;133;5;low;F;4;1783;1;Pernambuco;terça-feira, 19 de julho de 2022;sexta-feira, 22 de julho de 2022;5
6495;A;PAC;6;1;283;4;low;M;8;1404;0;Sergipe;quinta-feira, 25 de junho de 2020;quarta-feira, 15 de julho de 2020;2
6496;B;PAC;7;4;296;4;low;F;8;1717;1;Distrito Federal;sábado, 19 de outubro de 2024;quarta-feira, 23 de outubro de 2024;5
6497;C;PAC;6;2;261;4;medium;M;8;1891;0;Espírito Santo;domingo, 28 de junho de 2020;quarta-feira, 8 de julho de 2020;0
6498;F;PAC;6;2;286;4;low;F;3;1959;0;Piauí;terça-feira, 21 de janeiro de 2020;sábado, 1 de fevereiro de 2020;2
6499;D;PAC;6;1;298;4;low;F;1;1735;1;Rio Grande do Norte;sexta-feira, 3 de maio de 2024;terça-feira, 7 de maio de 2024;5
6500;F;PAC;6;1;287;4;medium;F;1;1581;0;Amazonas;domingo, 3 de dezembro de 2023;sábado, 6 de janeiro de 2024;2
6501;A;PAC;6;5;251;4;medium;F;3;1660;0;Piauí;terça-feira, 20 de outubro de 2020;terça-feira, 27 de outubro de 2020;1
6502;B;PAC;5;2;231;5;low;F;4;1913;1;Mato Grosso;domingo, 21 de julho de 2024;quinta-feira, 25 de julho de 2024;4
6503;C;PAC;5;1;249;5;medium;M;10;1561;0;Rio Grande do Norte;domingo, 19 de março de 2023;sábado, 8 de abril de 2023;0
6504;F;PAC;5;2;244;5;low;M;10;1699;0;Goiás;segunda-feira, 6 de abril de 2020;segunda-feira, 11 de maio de 2020;2
6505;D;PAC;7;1;264;4;medium;F;9;1829;1;Amazonas;segunda-feira, 25 de março de 2024;terça-feira, 26 de março de 2024;4
6506;F;PAC;5;1;254;5;medium;M;10;1020;0;Roraima;quinta-feira, 18 de janeiro de 2024;terça-feira, 20 de fevereiro de 2024;0
6507;A;PAC;4;4;264;6;low;F;6;1758;0;Paraná;domingo, 9 de junho de 2024;quarta-feira, 10 de julho de 2024;2
6508;B;PAC;6;4;309;4;low;M;9;1771;1;Minas Gerais;quarta-feira, 31 de julho de 2024;segunda-feira, 5 de agosto de 2024;5
6509;C;PAC;5;1;298;4;low;F;4;1853;0;Rio Grande do Norte;quinta-feira, 31 de março de 2022;sábado, 9 de abril de 2022;2
6510;F;PAC;5;5;265;5;medium;M;1;1568;0;Minas Gerais;terça-feira, 4 de junho de 2024;sábado, 13 de julho de 2024;0
6511;D;PAC;6;2;246;4;medium;M;7;1071;0;Paraná;domingo, 23 de maio de 2021;terça-feira, 15 de junho de 2021;2
6512;F;PAC;5;2;222;5;low;F;5;1329;0;Ceará;segunda-feira, 28 de outubro de 2024;segunda-feira, 18 de novembro de 2024;3
6513;A;PAC;7;5;250;4;low;M;1;1690;1;Maranhão;domingo, 7 de agosto de 2022;quinta-feira, 11 de agosto de 2022;4
6514;B;PAC;4;2;240;5;medium;M;7;1711;1;Minas Gerais;sábado, 1 de maio de 2021;domingo, 2 de maio de 2021;5
6515;C;PAC;4;1;246;6;low;F;6;1335;1;Goiás;sábado, 18 de maio de 2024;terça-feira, 21 de maio de 2024;4
6516;F;PAC;6;2;293;5;medium;F;4;1281;0;Maranhão;sábado, 6 de julho de 2024;sexta-feira, 9 de agosto de 2024;2
6517;D;PAC;5;5;189;5;low;M;3;5254;1;Tocantins;quinta-feira, 3 de fevereiro de 2022;sábado, 5 de fevereiro de 2022;4
6518;F;PAC;3;5;270;3;high;F;7;4459;1;Goiás;quinta-feira, 13 de maio de 2021;domingo, 16 de maio de 2021;5
6519;A;PAC;4;4;266;3;low;M;10;5221;0;Piauí;quarta-feira, 9 de outubro de 2024;domingo, 20 de outubro de 2024;1
6520;B;PAC;3;2;270;3;medium;M;9;5873;1;Rio de Janeiro;sábado, 24 de outubro de 2020;quinta-feira, 29 de outubro de 2020;4
6521;C;PAC;3;3;216;8;medium;M;4;5329;1;Tocantins;segunda-feira, 25 de abril de 2022;terça-feira, 26 de abril de 2022;4
6522;F;PAC;3;3;147;8;medium;F;7;5822;0;Maranhão;domingo, 26 de maio de 2024;segunda-feira, 3 de junho de 2024;1
6523;D;PAC;3;5;270;6;medium;F;9;4195;0;Pernambuco;terça-feira, 2 de novembro de 2021;domingo, 12 de dezembro de 2021;3
6524;F;PAC;3;3;261;8;low;M;10;4145;0;Paraná;sexta-feira, 15 de novembro de 2024;sábado, 7 de dezembro de 2024;1
6525;A;PAC;3;1;261;8;medium;F;9;5248;1;Santa Catarina;segunda-feira, 28 de fevereiro de 2022;terça-feira, 1 de março de 2022;4
6526;B;PAC;4;4;177;6;low;M;6;5451;1;Alagoas;segunda-feira, 19 de outubro de 2020;quinta-feira, 22 de outubro de 2020;5
6527;C;PAC;4;2;142;10;high;F;9;4280;1;São Paulo;terça-feira, 7 de setembro de 2021;sexta-feira, 10 de setembro de 2021;4
6528;F;PAC;5;3;222;3;medium;F;10;4597;0;Distrito Federal;terça-feira, 11 de junho de 2024;domingo, 23 de junho de 2024;0
6529;D;PAC;4;5;186;7;medium;F;1;4357;0;Rio Grande do Norte;quarta-feira, 14 de agosto de 2024;sábado, 21 de setembro de 2024;2
6530;F;PAC;3;3;177;3;medium;M;10;5374;1;Mato Grosso do Sul;segunda-feira, 1 de junho de 2020;sexta-feira, 5 de junho de 2020;5
6531;A;PAC;4;4;251;4;low;F;1;4252;0;Paraíba;domingo, 25 de dezembro de 2022;sábado, 21 de janeiro de 2023;2
6532;B;PAC;3;3;240;7;medium;M;3;4385;0;Piauí;sábado, 4 de dezembro de 2021;sexta-feira, 31 de dezembro de 2021;3
6533;C;PAC;3;5;260;4;medium;F;8;4162;1;Espírito Santo;sábado, 16 de novembro de 2024;domingo, 17 de novembro de 2024;4
6534;F;PAC;4;2;206;7;high;M;7;5479;1;Pernambuco;domingo, 30 de janeiro de 2022;segunda-feira, 31 de janeiro de 2022;4
6535;D;PAC;4;5;242;2;low;M;4;5341;0;Paraná;sexta-feira, 26 de novembro de 2021;sexta-feira, 24 de dezembro de 2021;1
6536;F;PAC;3;2;194;3;low;F;3;5779;1;Mato Grosso;domingo, 1 de outubro de 2023;quinta-feira, 5 de outubro de 2023;5
6537;A;PAC;5;2;232;3;low;F;1;1187;1;Goiás;terça-feira, 15 de junho de 2021;quarta-feira, 16 de junho de 2021;5
6538;B;PAC;6;4;279;4;low;F;1;1246;1;Espírito Santo;quinta-feira, 8 de outubro de 2020;segunda-feira, 12 de outubro de 2020;5
6539;C;PAC;6;3;251;4;low;M;1;1230;1;Ceará;segunda-feira, 28 de outubro de 2024;sexta-feira, 1 de novembro de 2024;5
6540;F;PAC;6;2;300;5;low;M;3;1696;0;Paraíba;terça-feira, 15 de março de 2022;quarta-feira, 6 de abril de 2022;3
6541;D;PAC;7;5;133;5;low;F;7;1239;1;Paraná;terça-feira, 25 de maio de 2021;sexta-feira, 28 de maio de 2021;4
6542;F;PAC;6;4;283;4;low;F;10;1512;0;Rio Grande do Norte;terça-feira, 10 de outubro de 2023;quarta-feira, 1 de novembro de 2023;0
6543;A;PAC;7;5;296;4;low;F;2;1823;1;Goiás;domingo, 14 de junho de 2020;sexta-feira, 19 de junho de 2020;5
6544;B;PAC;6;1;261;4;medium;F;8;1524;0;Rio Grande do Sul;segunda-feira, 24 de junho de 2024;terça-feira, 2 de julho de 2024;3
6545;C;PAC;6;3;286;4;low;M;5;1750;1;Piauí;domingo, 23 de maio de 2021;terça-feira, 25 de maio de 2021;5
6546;F;PAC;6;5;298;4;low;M;3;1520;0;Santa Catarina;domingo, 12 de março de 2023;terça-feira, 21 de março de 2023;2
6547;D;PAC;6;3;287;4;medium;F;8;1850;1;Rio Grande do Norte;quarta-feira, 4 de novembro de 2020;quinta-feira, 5 de novembro de 2020;4
6548;F;PAC;6;2;251;4;medium;F;6;1864;0;Mato Grosso;quarta-feira, 23 de março de 2022;domingo, 1 de maio de 2022;2
6549;A;PAC;5;4;231;5;low;M;10;1247;0;Sergipe;terça-feira, 28 de maio de 2024;terça-feira, 2 de julho de 2024;0
6550;B;sedex;5;1;249;5;medium;F;1;1654;1;Sergipe;quinta-feira, 21 de novembro de 2024;terça-feira, 26 de novembro de 2024;5
6551;C;sedex;5;5;244;5;low;M;5;1787;0;Pernambuco;quarta-feira, 4 de setembro de 2024;sábado, 28 de setembro de 2024;2
6552;F;sedex;7;3;264;4;medium;M;3;1296;0;Mato Grosso;segunda-feira, 13 de junho de 2022;domingo, 17 de julho de 2022;2
6553;D;sedex;5;4;254;5;medium;M;7;1545;0;Minas Gerais;segunda-feira, 7 de fevereiro de 2022;sexta-feira, 25 de fevereiro de 2022;0
6554;F;sedex;4;1;264;6;low;M;7;1007;0;Piauí;terça-feira, 26 de maio de 2020;quarta-feira, 3 de junho de 2020;1
6555;A;sedex;6;2;309;4;low;F;6;1335;0;Santa Catarina;segunda-feira, 16 de maio de 2022;terça-feira, 24 de maio de 2022;2
6556;B;sedex;5;1;298;4;low;M;4;1551;0;Rondônia;terça-feira, 12 de outubro de 2021;quarta-feira, 10 de novembro de 2021;1
6557;C;sedex;5;3;265;5;medium;F;6;1929;0;Amazonas;quinta-feira, 30 de junho de 2022;quinta-feira, 21 de julho de 2022;3
6558;F;sedex;6;2;246;4;medium;F;7;1297;1;Acre;sexta-feira, 8 de novembro de 2024;segunda-feira, 11 de novembro de 2024;5
6559;D;sedex;5;5;222;5;low;F;4;1311;0;São Paulo;segunda-feira, 2 de dezembro de 2024;segunda-feira, 30 de dezembro de 2024;3
6560;F;sedex;7;1;250;4;low;M;9;1890;1;Bahia;sábado, 18 de junho de 2022;terça-feira, 21 de junho de 2022;5
6561;A;sedex;6;5;269;4;low;F;2;1243;0;Roraima;terça-feira, 19 de julho de 2022;segunda-feira, 1 de agosto de 2022;0
6562;B;sedex;6;2;161;4;low;F;9;1377;0;Rio Grande do Norte;terça-feira, 11 de agosto de 2020;sexta-feira, 4 de setembro de 2020;3
6563;C;sedex;4;3;256;5;low;F;5;1533;1;Mato Grosso do Sul;quarta-feira, 29 de setembro de 2021;sexta-feira, 1 de outubro de 2021;4
6564;F;sedex;5;1;303;5;medium;F;4;1009;0;Paraíba;sábado, 5 de fevereiro de 2022;sábado, 12 de março de 2022;3
6565;D;sedex;5;3;257;5;medium;F;3;1953;0;Santa Catarina;sexta-feira, 30 de junho de 2023;quarta-feira, 5 de julho de 2023;2
6566;F;sedex;5;2;259;5;low;F;3;1724;1;Paraíba;quinta-feira, 18 de abril de 2024;terça-feira, 23 de abril de 2024;4
6567;A;sedex;4;4;249;6;low;F;1;1398;1;Minas Gerais;quarta-feira, 1 de junho de 2022;sexta-feira, 3 de junho de 2022;4
6568;B;sedex;6;2;289;4;high;F;3;1116;0;Amazonas;segunda-feira, 24 de outubro de 2022;sexta-feira, 2 de dezembro de 2022;2
6569;C;sedex;6;2;308;5;medium;F;6;1118;0;Santa Catarina;sábado, 26 de fevereiro de 2022;quarta-feira, 6 de abril de 2022;1
6570;F;sedex;6;3;297;4;medium;F;2;1520;1;Minas Gerais;segunda-feira, 12 de fevereiro de 2024;sábado, 17 de fevereiro de 2024;4
6571;D;sedex;4;2;255;5;low;M;1;1353;1;Rio Grande do Sul;quarta-feira, 24 de maio de 2023;sexta-feira, 26 de maio de 2023;5
6572;F;Transportadora;6;4;266;4;low;M;9;1253;1;Alagoas;sexta-feira, 15 de dezembro de 2023;domingo, 17 de dezembro de 2023;4
6573;A;Transportadora;7;5;302;4;low;M;3;1597;1;Rio Grande do Norte;sábado, 16 de julho de 2022;segunda-feira, 18 de julho de 2022;4
6574;B;Transportadora;4;4;223;5;medium;M;4;1344;0;Rio Grande do Sul;sábado, 27 de junho de 2020;quarta-feira, 29 de julho de 2020;3
6575;C;Transportadora;6;1;261;4;low;F;6;1703;1;São Paulo;segunda-feira, 29 de março de 2021;terça-feira, 30 de março de 2021;5
6576;F;Transportadora;4;1;273;5;low;F;7;1922;0;Bahia;terça-feira, 23 de junho de 2020;sexta-feira, 17 de julho de 2020;1
6577;D;Transportadora;6;5;260;4;low;F;2;1221;0;Rio Grande do Sul;sábado, 5 de setembro de 2020;terça-feira, 15 de setembro de 2020;2
6578;F;Transportadora;5;1;266;5;low;F;9;1852;0;Rio Grande do Sul;segunda-feira, 2 de dezembro de 2024;sexta-feira, 27 de dezembro de 2024;3
6579;A;Transportadora;2;1;164;5;low;F;8;1886;0;Sergipe;sexta-feira, 28 de abril de 2023;quarta-feira, 7 de junho de 2023;0
6580;B;Transportadora;5;5;240;6;medium;F;9;1117;0;Amazonas;quinta-feira, 27 de junho de 2024;domingo, 4 de agosto de 2024;0
6581;C;Transportadora;6;5;305;4;medium;M;10;1418;1;Paraná;quarta-feira, 13 de abril de 2022;sábado, 16 de abril de 2022;4
6582;F;Transportadora;5;3;248;5;low;F;7;1475;1;Bahia;terça-feira, 14 de janeiro de 2020;domingo, 19 de janeiro de 2020;4
6583;D;Transportadora;7;2;279;4;medium;F;1;1480;0;#REF!;quinta-feira, 2 de novembro de 2023;sexta-feira, 8 de dezembro de 2023;3
6584;F;Transportadora;5;2;244;6;low;F;7;1315;0;Espírito Santo;segunda-feira, 18 de março de 2024;domingo, 14 de abril de 2024;0
6585;A;Transportadora;5;1;267;5;low;F;4;1097;0;Acre;quinta-feira, 1 de dezembro de 2022;domingo, 18 de dezembro de 2022;2
6586;B;Transportadora;7;2;275;4;medium;F;6;1513;0;Alagoas;terça-feira, 11 de junho de 2024;sábado, 6 de julho de 2024;3
6587;C;Transportadora;6;4;299;4;medium;M;9;1036;1;Espírito Santo;domingo, 17 de abril de 2022;sexta-feira, 22 de abril de 2022;5
6588;F;Transportadora;6;1;254;4;medium;F;3;1488;1;Tocantins;sábado, 3 de agosto de 2024;terça-feira, 6 de agosto de 2024;4
6589;D;Transportadora;6;1;273;4;medium;F;6;1524;0;Rondônia;domingo, 14 de fevereiro de 2021;terça-feira, 2 de março de 2021;3
6590;F;Transportadora;5;3;218;5;low;F;6;1278;1;Mato Grosso;terça-feira, 6 de julho de 2021;quinta-feira, 8 de julho de 2021;4
6591;A;Transportadora;5;4;267;5;medium;F;10;1837;1;Pará;quarta-feira, 6 de abril de 2022;segunda-feira, 11 de abril de 2022;4
6592;B;Transportadora;6;2;259;4;medium;M;6;1066;1;Mato Grosso;quinta-feira, 4 de janeiro de 2024;terça-feira, 9 de janeiro de 2024;4
6593;C;Transportadora;7;4;272;4;low;M;3;1805;0;Rondônia;terça-feira, 5 de maio de 2020;quinta-feira, 14 de maio de 2020;1
6594;F;PAC;5;4;281;4;medium;M;8;1220;0;#REF!;quinta-feira, 2 de setembro de 2021;quinta-feira, 9 de setembro de 2021;2
6595;D;PAC;6;2;267;4;medium;F;1;1935;0;Espírito Santo;quarta-feira, 4 de setembro de 2024;segunda-feira, 23 de setembro de 2024;3
6596;F;PAC;6;4;260;4;medium;F;10;1927;0;Piauí;quinta-feira, 15 de fevereiro de 2024;quarta-feira, 20 de março de 2024;3
6597;A;PAC;7;2;261;4;medium;M;9;1918;1;Espírito Santo;quarta-feira, 25 de março de 2020;quinta-feira, 26 de março de 2020;4
6598;B;PAC;4;1;219;2;medium;F;2;1752;0;Rio Grande do Norte;segunda-feira, 15 de novembro de 2021;terça-feira, 23 de novembro de 2021;2
6599;C;PAC;4;3;264;5;medium;M;3;1639;0;Goiás;sexta-feira, 15 de julho de 2022;domingo, 14 de agosto de 2022;3
6600;F;PAC;7;3;310;5;low;F;5;1563;0;Pernambuco;segunda-feira, 5 de abril de 2021;segunda-feira, 10 de maio de 2021;0
6601;D;PAC;6;4;297;5;high;M;6;1631;0;Paraná;sábado, 30 de outubro de 2021;terça-feira, 23 de novembro de 2021;3
6602;F;PAC;4;3;274;5;low;M;5;1512;0;Goiás;sábado, 30 de maio de 2020;sexta-feira, 3 de julho de 2020;2
6603;A;PAC;5;5;246;5;medium;M;6;1053;0;Amazonas;segunda-feira, 6 de dezembro de 2021;sexta-feira, 14 de janeiro de 2022;2
6604;B;PAC;5;3;221;6;medium;F;3;1960;1;Distrito Federal;quarta-feira, 8 de novembro de 2023;quinta-feira, 9 de novembro de 2023;5
6605;C;PAC;6;3;295;4;low;F;10;1495;0;Sergipe;terça-feira, 27 de outubro de 2020;terça-feira, 3 de novembro de 2020;2
6606;F;PAC;7;4;259;4;low;M;6;1697;0;Acre;quarta-feira, 20 de dezembro de 2023;domingo, 28 de janeiro de 2024;1
6607;D;PAC;4;4;138;3;medium;F;7;1597;1;Mato Grosso do Sul;domingo, 26 de março de 2023;quarta-feira, 29 de março de 2023;5
6608;F;PAC;3;5;250;2;low;F;9;1205;0;Rio de Janeiro;domingo, 31 de maio de 2020;sexta-feira, 26 de junho de 2020;2
6609;A;PAC;5;1;236;6;medium;F;4;1705;0;Paraíba;domingo, 8 de outubro de 2023;terça-feira, 7 de novembro de 2023;2
6610;B;PAC;5;1;267;5;medium;M;10;1505;0;Rio de Janeiro;terça-feira, 23 de fevereiro de 2021;sexta-feira, 26 de março de 2021;1
6611;C;PAC;6;4;283;4;medium;M;1;1384;1;Rio Grande do Sul;quinta-feira, 9 de janeiro de 2020;terça-feira, 14 de janeiro de 2020;5
6612;F;PAC;7;1;244;4;low;M;8;1817;1;Paraíba;quinta-feira, 7 de janeiro de 2021;segunda-feira, 11 de janeiro de 2021;5
6613;D;PAC;5;2;260;5;low;M;9;1809;1;Pernambuco;sábado, 20 de março de 2021;segunda-feira, 22 de março de 2021;4
6614;F;PAC;5;1;276;5;medium;M;5;1358;1;Pará;quinta-feira, 24 de outubro de 2024;domingo, 27 de outubro de 2024;4
6615;A;PAC;7;3;307;4;low;M;4;1653;0;Espírito Santo;sexta-feira, 2 de dezembro de 2022;quarta-feira, 7 de dezembro de 2022;3
6616;B;PAC;6;5;266;4;low;M;8;1709;0;Mato Grosso;quinta-feira, 6 de outubro de 2022;domingo, 23 de outubro de 2022;3
6617;C;PAC;5;2;237;5;medium;M;6;1084;0;Rio Grande do Sul;quinta-feira, 30 de janeiro de 2020;domingo, 1 de março de 2020;2
6618;F;PAC;4;4;251;6;medium;M;4;1869;0;Santa Catarina;sábado, 3 de dezembro de 2022;sexta-feira, 16 de dezembro de 2022;3
6619;D;PAC;4;1;247;6;low;M;4;1349;1;Mato Grosso do Sul;sexta-feira, 12 de novembro de 2021;quarta-feira, 17 de novembro de 2021;5
6620;F;PAC;3;3;279;4;low;M;3;4620;0;São Paulo;terça-feira, 11 de agosto de 2020;sexta-feira, 4 de setembro de 2020;3
6621;A;PAC;5;5;230;3;low;F;10;5163;0;Bahia;sábado, 6 de janeiro de 2024;terça-feira, 16 de janeiro de 2024;2
6622;B;PAC;4;5;234;3;low;F;4;5100;1;Acre;quinta-feira, 1 de fevereiro de 2024;domingo, 4 de fevereiro de 2024;4
6623;C;PAC;6;5;152;4;medium;F;8;5351;0;Rondônia;segunda-feira, 15 de janeiro de 2024;quinta-feira, 1 de fevereiro de 2024;2
6624;F;PAC;3;4;160;4;medium;M;9;4733;1;Rio de Janeiro;sábado, 2 de abril de 2022;terça-feira, 5 de abril de 2022;5
6625;D;PAC;3;2;263;3;low;F;3;5303;0;Acre;segunda-feira, 27 de setembro de 2021;domingo, 3 de outubro de 2021;1
6626;F;PAC;4;1;164;3;low;M;4;5910;0;Sergipe;quarta-feira, 3 de janeiro de 2024;sexta-feira, 9 de fevereiro de 2024;1
6627;A;PAC;3;3;209;2;medium;M;1;5098;1;Roraima;segunda-feira, 13 de dezembro de 2021;sábado, 18 de dezembro de 2021;4
6628;B;PAC;5;1;245;3;low;F;9;4694;0;Santa Catarina;sábado, 12 de fevereiro de 2022;sábado, 19 de março de 2022;2
6629;C;PAC;3;4;172;2;low;M;5;5919;0;São Paulo;segunda-feira, 29 de abril de 2024;terça-feira, 7 de maio de 2024;0
6630;F;PAC;2;5;180;6;medium;F;7;4907;1;Rondônia;sexta-feira, 26 de julho de 2024;segunda-feira, 29 de julho de 2024;5
6631;D;PAC;3;3;145;3;medium;F;8;4522;0;Tocantins;segunda-feira, 1 de julho de 2024;sexta-feira, 2 de agosto de 2024;0
6632;F;PAC;3;4;248;3;medium;F;6;4932;0;#REF!;sábado, 6 de janeiro de 2024;segunda-feira, 5 de fevereiro de 2024;1
6633;A;PAC;5;4;242;3;high;F;4;4805;0;Roraima;terça-feira, 18 de maio de 2021;sexta-feira, 25 de junho de 2021;0
6634;B;PAC;4;3;237;3;medium;F;8;5045;1;Minas Gerais;terça-feira, 18 de maio de 2021;sexta-feira, 21 de maio de 2021;4
6635;C;PAC;4;4;203;2;low;F;4;4793;0;#REF!;segunda-feira, 4 de março de 2024;terça-feira, 26 de março de 2024;2
6636;F;PAC;3;4;186;4;low;M;6;4403;0;Paraíba;quinta-feira, 28 de novembro de 2024;sábado, 21 de dezembro de 2024;2
6637;D;PAC;4;1;155;5;low;F;1;5986;0;Maranhão;quinta-feira, 8 de outubro de 2020;terça-feira, 10 de novembro de 2020;2
6638;F;PAC;3;4;153;4;low;M;5;5604;1;Acre;quarta-feira, 22 de abril de 2020;sábado, 25 de abril de 2020;5
6639;A;PAC;3;2;199;2;medium;M;10;4659;0;Pará;segunda-feira, 14 de setembro de 2020;segunda-feira, 5 de outubro de 2020;3
6640;B;PAC;4;5;219;3;medium;M;8;4605;0;#REF!;quinta-feira, 29 de dezembro de 2022;segunda-feira, 16 de janeiro de 2023;0
6641;C;PAC;4;1;156;2;low;M;8;5488;0;Roraima;segunda-feira, 10 de julho de 2023;sábado, 29 de julho de 2023;0
6642;F;PAC;5;5;135;2;low;F;1;4324;1;Maranhão;segunda-feira, 16 de março de 2020;quinta-feira, 19 de março de 2020;4
