id_envio,corredor_armazenagem,metodo_envio,ligacoes_cliente,avaliacao_cliente,preco,qtd_itens,importancia,genero,desconto,peso_g,entrega_no_prazo,destino,data_envio,data_entrega,avaliacao_entrega,ingestion_timestamp,dias_entrega,categoria_entrega,avaliacao_final,entrega_rapida,faixa_preco,cliente_exigente
6339,A,pac,3,5,154.0,3,high,F,2,4219,0,Mato Grosso do Sul,2020-10-16,2020-11-21,0,2025-05-20T23:01:37.806Z,36,lenta,2.5,0,médio,1
8109,A,pac,3,3,195.0,3,low,M,1,4224,0,Tocantins,2022-09-11,2022-10-08,1,2025-05-20T23:01:37.806Z,27,lenta,2.0,0,médio,1
8523,A,pac,3,5,233.0,2,medium,M,1,4913,0,Maranhão,2022-05-19,2022-06-21,3,2025-05-20T23:01:37.806Z,33,lenta,4.0,0,alto,0
10514,F,pac,3,4,205.0,3,low,F,7,4490,0,Minas Gerais,2021-11-10,2021-11-17,1,2025-05-20T23:01:37.806Z,7,lenta,2.5,0,alto,1
10995,A,pac,4,1,252.0,5,medium,F,1,1538,1,Roraima,2021-01-13,2021-01-16,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
411,A,transportadora,3,2,264.0,3,medium,M,5,3861,1,Pará,2021-10-30,2021-11-04,5,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,1
633,A,pac,4,3,171.0,4,low,F,55,1539,1,Pará,2022-09-18,2022-09-20,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
864,F,pac,2,3,188.0,3,medium,F,51,3191,1,Santa Catarina,2022-12-01,2022-12-04,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
1708,B,pac,3,1,254.0,3,medium,F,35,2965,1,Bahia,2023-01-30,2023-02-04,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
1808,F,pac,5,1,180.0,2,low,M,35,1204,1,Tocantins,2024-07-14,2024-07-18,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
1826,F,pac,4,5,268.0,3,low,M,17,3085,1,Paraíba,2022-02-03,2022-02-06,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,alto,0
2273,C,pac,5,5,234.0,6,low,F,52,2615,1,Bahia,2024-03-07,2024-03-08,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
4204,B,pac,4,5,172.0,4,medium,M,8,5900,1,Espírito Santo,2021-12-06,2021-12-07,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,médio,0
9512,F,pac,4,5,171.0,3,low,F,10,4752,1,Rio Grande do Norte,2022-12-22,2022-12-25,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
3674,F,sedex,4,1,153.0,2,medium,M,9,4359,0,Roraima,2024-06-18,2024-07-02,1,2025-05-20T23:01:37.806Z,14,lenta,1.0,0,médio,1
5483,C,transportadora,5,4,217.0,2,medium,M,4,4380,1,Santa Catarina,2024-12-19,2024-12-22,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
6069,A,pac,4,1,224.0,4,medium,F,5,4887,0,Alagoas,2021-12-26,2022-02-04,3,2025-05-20T23:01:37.806Z,40,lenta,2.0,0,alto,1
9830,F,pac,5,3,201.0,6,low,F,3,4025,1,Goiás,2020-08-27,2020-08-29,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,0
10028,F,pac,5,5,207.0,4,low,F,1,5035,0,Rondônia,2022-06-13,2022-07-10,2,2025-05-20T23:01:37.806Z,27,lenta,3.5,0,alto,1
10622,F,pac,4,1,132.0,2,medium,M,1,5025,1,Pará,2022-06-02,2022-06-06,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
10999,D,pac,2,5,155.0,5,low,F,6,1639,0,Paraíba,2023-06-21,2023-07-03,3,2025-05-20T23:01:37.806Z,12,lenta,4.0,0,médio,0
1024,B,pac,5,1,246.0,3,medium,F,44,3993,1,Santa Catarina,2023-09-05,2023-09-06,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
4381,D,transportadora,5,1,255.0,4,medium,M,9,4881,1,Espírito Santo,2020-01-27,2020-02-01,4,2025-05-20T23:01:37.806Z,5,normal,2.5,0,alto,1
7160,F,pac,3,4,177.0,4,medium,F,3,1148,0,Sergipe,2023-08-28,2023-09-05,0,2025-05-20T23:01:37.806Z,8,lenta,2.0,0,médio,1
7501,D,pac,7,2,300.0,4,medium,F,10,1179,0,Espírito Santo,2022-06-06,2022-07-06,1,2025-05-20T23:01:37.806Z,30,lenta,1.5,0,alto,1
8053,D,pac,6,4,253.0,4,medium,M,9,1488,0,Pará,2023-08-16,2023-09-04,3,2025-05-20T23:01:37.806Z,19,lenta,3.5,0,alto,0
8074,B,sedex,4,2,273.0,2,low,F,9,4221,0,Distrito Federal,2021-04-11,2021-05-01,3,2025-05-20T23:01:37.806Z,20,lenta,2.5,0,alto,1
8219,C,transportadora,4,2,175.0,3,high,M,4,4426,0,Roraima,2023-08-10,2023-09-04,3,2025-05-20T23:01:37.806Z,25,lenta,2.5,0,médio,1
9803,C,pac,4,2,204.0,3,medium,F,3,4001,0,Amazonas,2021-10-06,2021-11-01,2,2025-05-20T23:01:37.806Z,26,lenta,2.0,0,alto,1
10034,F,pac,4,2,198.0,2,high,M,2,5662,0,Espírito Santo,2022-06-28,2022-07-15,2,2025-05-20T23:01:37.806Z,17,lenta,2.0,0,médio,1
10640,F,pac,3,3,176.0,8,medium,F,1,4895,1,Rio Grande do Sul,2020-12-21,2020-12-25,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
310,B,pac,5,5,266.0,3,medium,F,53,3089,1,Rio Grande do Sul,2020-02-23,2020-02-24,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,alto,0
1223,C,sedex,4,3,217.0,2,medium,M,22,2138,1,Tocantins,2024-03-06,2024-03-11,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
1362,F,sedex,3,4,240.0,3,low,F,28,2356,1,Santa Catarina,2023-09-21,2023-09-24,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
2940,F,pac,3,1,139.0,2,low,M,47,1241,1,Goiás,2023-10-05,2023-10-09,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
3388,B,pac,5,5,244.0,3,low,M,9,5695,0,Rio de Janeiro,2023-10-18,2023-11-13,0,2025-05-20T23:01:37.806Z,26,lenta,2.5,0,alto,1
3432,F,transportadora,3,1,228.0,3,medium,M,9,5530,0,Rio Grande do Sul,2024-07-05,2024-07-13,1,2025-05-20T23:01:37.806Z,8,lenta,1.0,0,alto,1
5109,A,pac,4,3,136.0,3,medium,M,10,4299,1,Pará,2021-02-15,2021-02-17,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,0
5464,B,sedex,6,4,285.0,4,medium,M,9,1180,0,Tocantins,2024-11-14,2024-11-24,1,2025-05-20T23:01:37.806Z,10,lenta,2.5,0,alto,1
6025,D,transportadora,5,3,270.0,5,medium,F,7,1303,1,Acre,2023-07-31,2023-08-05,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
8293,D,pac,4,4,260.0,2,medium,M,6,4474,0,Acre,2023-05-11,2023-05-21,0,2025-05-20T23:01:37.806Z,10,lenta,2.0,0,alto,1
9361,D,pac,7,2,244.0,4,medium,F,8,1477,1,Bahia,2020-03-11,2020-03-13,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,1
104,F,pac,5,1,144.0,4,low,M,37,1658,1,Minas Gerais,2024-05-07,2024-05-11,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,médio,1
193,D,pac,2,4,140.0,3,low,F,7,1411,1,Paraná,2024-11-29,2024-12-03,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
2867,C,sedex,3,3,274.0,2,medium,F,59,3436,1,Maranhão,2024-12-31,2025-01-02,5,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,alto,0
3748,B,pac,2,3,187.0,2,medium,F,10,5957,0,Tocantins,2024-08-03,2024-08-31,1,2025-05-20T23:01:37.806Z,28,lenta,2.0,0,médio,1
3974,F,transportadora,5,2,165.0,2,medium,F,6,4819,1,Maranhão,2024-07-08,2024-07-10,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,1
5399,C,pac,4,3,279.0,6,medium,M,2,5405,0,Rio Grande do Norte,2023-04-25,2023-05-27,2,2025-05-20T23:01:37.806Z,32,lenta,2.5,0,alto,1
5942,F,pac,4,2,244.0,3,high,M,1,5559,1,Sergipe,2024-01-02,2024-01-04,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,alto,1
6659,C,pac,3,2,250.0,4,low,F,3,5449,1,Tocantins,2023-06-29,2023-07-01,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
7826,F,transportadora,2,4,233.0,4,medium,F,4,5408,0,Bahia,2023-09-30,2023-10-11,3,2025-05-20T23:01:37.806Z,11,lenta,3.5,0,alto,0
8784,F,transportadora,4,5,229.0,4,medium,F,6,4157,0,Minas Gerais,2022-09-10,2022-09-26,3,2025-05-20T23:01:37.806Z,16,lenta,4.0,0,alto,0
10091,C,pac,4,5,141.0,2,low,M,1,4395,1,Pernambuco,2020-09-17,2020-09-18,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,médio,0
10616,F,pac,3,2,100.0,4,low,F,10,5163,0,Minas Gerais,2024-06-18,2024-07-23,0,2025-05-20T23:01:37.806Z,35,lenta,1.0,0,médio,1
137,C,transportadora,3,3,189.0,4,medium,F,51,2208,1,Paraíba,2020-01-27,2020-02-01,5,2025-05-20T23:01:37.806Z,5,normal,4.0,0,médio,0
217,D,pac,4,3,185.0,3,medium,M,3,3131,1,Mato Grosso,2023-05-10,2023-05-15,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
1859,C,pac,2,2,190.0,3,low,M,51,2380,1,Bahia,2024-07-23,2024-07-26,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,médio,1
1954,B,pac,4,4,263.0,2,medium,F,41,3955,1,São Paulo,2024-06-16,2024-06-21,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,alto,0
2619,A,transportadora,4,2,187.0,2,low,M,54,2191,1,Acre,2022-06-13,2022-06-18,4,2025-05-20T23:01:37.806Z,5,normal,3.0,0,médio,1
2627,C,pac,3,3,156.0,3,high,F,20,1305,1,Paraná,2020-12-10,2020-12-11,4,2025-05-20T23:01:37.806Z,1,expressa,3.5,1,médio,0
2661,A,pac,4,4,143.0,5,high,F,5,1027,1,São Paulo,2020-05-26,2020-05-28,4,2025-05-20T23:01:37.806Z,2,expressa,4.0,1,médio,0
2704,B,pac,3,4,185.0,2,low,F,62,2849,1,Bahia,2020-06-27,2020-07-01,4,2025-05-20T23:01:37.806Z,4,normal,4.0,0,médio,0
3222,F,pac,3,4,155.0,2,low,M,3,5481,1,Piauí,2021-07-19,2021-07-22,5,2025-05-20T23:01:37.806Z,3,normal,4.5,0,médio,0
3793,D,pac,4,1,180.0,3,low,F,1,5677,0,São Paulo,2021-12-22,2021-12-27,3,2025-05-20T23:01:37.806Z,5,normal,2.0,0,médio,1
4801,D,transportadora,7,1,291.0,4,low,M,2,1216,1,Acre,2024-01-09,2024-01-11,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
5798,F,pac,3,1,183.0,3,medium,M,7,5849,1,Goiás,2023-12-01,2023-12-04,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,médio,1
6499,D,pac,6,1,298.0,4,low,F,1,1735,1,Rio Grande do Norte,2024-05-03,2024-05-07,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,alto,1
8856,F,pac,4,3,268.0,3,low,F,10,5998,0,Rio Grande do Norte,2021-12-26,2022-01-27,1,2025-05-20T23:01:37.806Z,32,lenta,2.0,0,alto,1
8858,F,pac,6,4,137.0,8,low,F,9,4374,1,Mato Grosso,2023-03-31,2023-04-03,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
9759,A,pac,4,2,202.0,3,medium,M,7,5821,0,Mato Grosso,2023-07-15,2023-07-30,3,2025-05-20T23:01:37.806Z,15,lenta,2.5,0,alto,1
9970,B,pac,3,2,198.0,5,medium,F,6,5443,0,Sergipe,2021-04-21,2021-05-03,2,2025-05-20T23:01:37.806Z,12,lenta,2.0,0,médio,1
748,B,pac,4,4,177.0,2,low,M,6,1112,1,Paraíba,2021-06-25,2021-06-30,5,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
1492,B,sedex,5,5,226.0,3,medium,M,23,2626,1,Alagoas,2020-08-09,2020-08-11,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,alto,0
2133,A,pac,4,1,235.0,3,high,F,22,3695,1,Pernambuco,2022-10-20,2022-10-21,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
2617,D,transportadora,4,1,258.0,2,low,F,56,3186,1,Pará,2021-11-19,2021-11-21,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
2803,D,pac,3,3,99.0,3,high,M,63,1223,1,Ceará,2024-12-23,2024-12-25,4,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,baixo,0
3142,B,sedex,6,2,153.0,5,low,F,1,4597,1,Rio de Janeiro,2022-01-02,2022-01-06,4,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
3831,A,sedex,6,2,290.0,5,medium,M,8,1512,1,São Paulo,2023-04-03,2023-04-04,4,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
4504,B,sedex,3,5,174.0,6,medium,F,7,4608,0,Amazonas,2021-07-11,2021-07-16,0,2025-05-20T23:01:37.806Z,5,normal,2.5,0,médio,1
9114,F,pac,5,4,137.0,2,low,F,2,4077,1,São Paulo,2023-08-18,2023-08-21,4,2025-05-20T23:01:37.806Z,3,normal,4.0,0,médio,0
10536,F,sedex,4,1,211.0,3,medium,F,7,4083,1,Amazonas,2022-10-25,2022-10-30,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
10586,F,pac,4,4,160.0,5,low,M,6,4055,0,Pará,2023-02-12,2023-02-24,0,2025-05-20T23:01:37.806Z,12,lenta,2.0,0,médio,1
169,D,pac,4,2,250.0,3,low,F,53,2478,1,Minas Gerais,2020-10-15,2020-10-18,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,1
2190,F,transportadora,5,1,184.0,3,low,F,19,2625,1,Piauí,2020-10-12,2020-10-16,5,2025-05-20T23:01:37.806Z,4,normal,3.0,0,médio,1
2785,D,pac,3,1,231.0,2,low,M,24,3811,1,Alagoas,2022-02-13,2022-02-15,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
4323,A,pac,6,1,185.0,3,high,F,8,4806,0,Paraná,2021-06-01,2021-06-19,3,2025-05-20T23:01:37.806Z,18,lenta,2.0,0,médio,1
5227,D,pac,4,1,231.0,2,low,F,1,5917,1,Mato Grosso,2023-04-23,2023-04-24,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
5537,C,pac,6,2,245.0,4,low,F,8,1904,0,Sergipe,2023-12-11,2024-01-06,3,2025-05-20T23:01:37.806Z,26,lenta,2.5,0,alto,1
6602,F,pac,4,3,274.0,5,low,M,5,1512,0,Goiás,2020-05-30,2020-07-03,2,2025-05-20T23:01:37.806Z,34,lenta,2.5,0,alto,1
7315,D,pac,3,1,183.0,4,low,M,5,5326,0,Pará,2021-02-12,2021-03-24,2,2025-05-20T23:01:37.806Z,40,lenta,1.5,0,médio,1
7493,C,pac,3,3,154.0,4,medium,F,7,1915,0,Paraná,2022-07-17,2022-08-25,0,2025-05-20T23:01:37.806Z,39,lenta,1.5,0,médio,1
8003,C,pac,5,4,229.0,6,low,F,9,1733,0,Espírito Santo,2020-04-14,2020-05-06,1,2025-05-20T23:01:37.806Z,22,lenta,2.5,0,alto,1
304,B,pac,4,3,222.0,2,medium,M,55,3833,1,Paraíba,2022-01-06,2022-01-09,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,0
1891,D,pac,3,4,190.0,7,medium,F,51,2391,1,Sergipe,2022-02-25,2022-02-27,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
2492,F,pac,3,5,156.0,2,low,F,43,1301,1,desconhecido,2024-03-20,2024-03-21,5,2025-05-20T23:01:37.806Z,1,expressa,5.0,1,médio,0
2679,A,pac,5,3,210.0,2,low,M,19,3920,1,Pará,2020-05-09,2020-05-14,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,alto,0
3771,A,pac,3,5,157.0,3,low,M,7,5100,0,Mato Grosso do Sul,2021-06-08,2021-07-03,0,2025-05-20T23:01:37.806Z,25,lenta,2.5,0,médio,1
3986,F,transportadora,6,2,106.0,5,low,M,9,4038,1,Paraíba,2024-01-31,2024-02-02,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,1
5364,F,pac,4,5,226.0,5,low,F,5,4833,0,Mato Grosso do Sul,2024-04-19,2024-05-07,3,2025-05-20T23:01:37.806Z,18,lenta,4.0,0,alto,0
7115,C,sedex,4,4,245.0,4,medium,F,6,5051,0,Mato Grosso,2023-05-22,2023-05-27,0,2025-05-20T23:01:37.806Z,5,normal,2.0,0,alto,1
8162,F,pac,3,5,241.0,3,low,F,4,4132,0,Alagoas,2023-01-03,2023-01-15,0,2025-05-20T23:01:37.806Z,12,lenta,2.5,0,alto,1
8839,D,pac,5,1,232.0,5,low,M,6,1427,0,Tocantins,2021-07-28,2021-08-16,1,2025-05-20T23:01:37.806Z,19,lenta,1.0,0,alto,1
10962,F,transportadora,3,2,164.0,4,medium,M,6,5761,0,Mato Grosso do Sul,2022-05-22,2022-05-29,3,2025-05-20T23:01:37.806Z,7,lenta,2.5,0,médio,1
1152,F,pac,2,2,176.0,5,low,F,55,1211,1,Tocantins,2020-10-07,2020-10-09,5,2025-05-20T23:01:37.806Z,2,expressa,3.5,1,médio,1
1377,A,transportadora,5,1,274.0,3,medium,M,58,2098,1,Alagoas,2022-10-31,2022-11-02,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
1969,D,pac,4,4,136.0,2,medium,F,16,1131,1,Mato Grosso,2024-05-17,2024-05-21,5,2025-05-20T23:01:37.806Z,4,normal,4.5,0,médio,0
2003,C,pac,3,1,269.0,2,low,F,35,3524,1,Rio Grande do Sul,2022-06-03,2022-06-05,5,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
3318,F,pac,5,3,141.0,3,low,M,9,4857,0,Rio Grande do Sul,2024-06-05,2024-06-20,0,2025-05-20T23:01:37.806Z,15,lenta,1.5,0,médio,1
4654,B,transportadora,5,3,234.0,3,low,F,6,4632,0,Amazonas,2023-08-04,2023-08-25,3,2025-05-20T23:01:37.806Z,21,lenta,3.0,0,alto,0
7242,F,sedex,4,5,129.0,5,medium,M,7,5554,1,Sergipe,2020-09-11,2020-09-14,5,2025-05-20T23:01:37.806Z,3,normal,5.0,0,médio,0
7792,B,sedex,4,1,237.0,3,medium,F,8,5668,1,Mato Grosso,2021-01-31,2021-02-01,4,2025-05-20T23:01:37.806Z,1,expressa,2.5,1,alto,1
8429,C,pac,4,1,236.0,3,low,F,8,4114,0,Rio de Janeiro,2021-08-25,2021-09-23,2,2025-05-20T23:01:37.806Z,29,lenta,1.5,0,alto,1
8718,F,pac,5,1,193.0,6,medium,F,4,5964,0,Pernambuco,2024-05-18,2024-06-24,1,2025-05-20T23:01:37.806Z,37,lenta,1.0,0,médio,1
257,C,sedex,2,2,127.0,3,low,M,13,1128,1,Paraná,2023-02-15,2023-02-18,4,2025-05-20T23:01:37.806Z,3,normal,3.0,0,médio,1
3529,D,pac,4,4,218.0,2,low,M,9,5637,0,Mato Grosso do Sul,2024-11-07,2024-12-14,1,2025-05-20T23:01:37.806Z,37,lenta,2.5,0,alto,1
4032,F,pac,6,5,98.0,3,low,F,8,5946,0,Santa Catarina,2021-08-30,2021-09-21,2,2025-05-20T23:01:37.806Z,22,lenta,3.5,0,baixo,1
5244,F,pac,5,5,134.0,3,high,F,5,5783,1,Pernambuco,2022-01-31,2022-02-02,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
5375,C,pac,3,1,219.0,2,medium,F,10,4390,1,Mato Grosso,2022-10-11,2022-10-14,4,2025-05-20T23:01:37.806Z,3,normal,2.5,0,alto,1
8765,C,transportadora,4,1,156.0,2,medium,M,4,5225,0,Ceará,2020-05-05,2020-06-10,1,2025-05-20T23:01:37.806Z,36,lenta,1.0,0,médio,1
1430,F,pac,4,5,238.0,3,low,M,9,1724,1,Ceará,2020-07-28,2020-07-29,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
1586,F,pac,3,5,234.0,2,high,M,4,2701,1,Maranhão,2021-02-15,2021-02-16,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
1977,A,pac,4,3,162.0,3,low,M,53,1194,1,Bahia,2022-04-25,2022-04-30,4,2025-05-20T23:01:37.806Z,5,normal,3.5,0,médio,0
3137,C,sedex,3,3,219.0,3,low,M,4,5956,0,Tocantins,2022-05-18,2022-06-01,1,2025-05-20T23:01:37.806Z,14,lenta,2.0,0,alto,1
4246,B,transportadora,3,1,191.0,3,low,M,1,4705,0,Acre,2024-08-21,2024-09-24,2,2025-05-20T23:01:37.806Z,34,lenta,1.5,0,médio,1
4491,A,pac,2,5,166.0,4,medium,F,3,4638,0,Bahia,2022-08-14,2022-09-20,3,2025-05-20T23:01:37.806Z,37,lenta,4.0,0,médio,0
4957,D,pac,3,3,135.0,3,medium,M,2,5860,0,Tocantins,2024-09-05,2024-09-30,1,2025-05-20T23:01:37.806Z,25,lenta,2.0,0,médio,1
5114,F,pac,5,4,154.0,2,low,F,5,5528,0,Bahia,2020-01-29,2020-02-03,0,2025-05-20T23:01:37.806Z,5,normal,2.0,0,médio,1
7814,F,transportadora,4,1,240.0,3,low,F,4,4787,0,Paraná,2022-10-29,2022-11-30,3,2025-05-20T23:01:37.806Z,32,lenta,2.0,0,alto,1
8334,F,sedex,4,1,262.0,6,low,M,1,1627,1,Minas Gerais,2022-11-27,2022-12-02,5,2025-05-20T23:01:37.806Z,5,normal,3.0,0,alto,1
8591,C,pac,4,5,224.0,10,medium,F,7,4521,1,Santa Catarina,2022-01-04,2022-01-06,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,alto,0
8639,C,transportadora,5,3,154.0,4,low,F,3,1066,1,Rio Grande do Sul,2023-05-02,2023-05-06,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,0
8742,F,sedex,3,4,226.0,2,high,F,8,5793,0,Paraíba,2020-10-27,2020-11-16,0,2025-05-20T23:01:37.806Z,20,lenta,2.0,0,alto,1
9111,A,pac,3,1,153.0,2,low,M,6,4996,0,Santa Catarina,2023-05-19,2023-06-14,0,2025-05-20T23:01:37.806Z,26,lenta,0.5,0,médio,1
10390,B,sedex,4,5,185.0,2,low,M,6,4610,0,Piauí,2021-06-13,2021-07-21,3,2025-05-20T23:01:37.806Z,38,lenta,4.0,0,médio,0
10589,C,pac,4,1,193.0,3,low,F,3,5919,0,Roraima,2020-09-12,2020-09-24,3,2025-05-20T23:01:37.806Z,12,lenta,2.0,0,médio,1
10599,A,pac,4,2,177.0,3,medium,M,5,5757,0,desconhecido,2020-01-03,2020-01-31,0,2025-05-20T23:01:37.806Z,28,lenta,1.0,0,médio,1
869,C,pac,3,1,218.0,3,low,M,4,2304,1,Distrito Federal,2021-03-08,2021-03-12,4,2025-05-20T23:01:37.806Z,4,normal,2.5,0,alto,1
885,A,pac,2,2,161.0,2,medium,F,1,1642,1,São Paulo,2024-10-02,2024-10-06,5,2025-05-20T23:01:37.806Z,4,normal,3.5,0,médio,1
949,D,sedex,3,3,255.0,2,medium,M,3,2894,1,Paraná,2024-10-17,2024-10-21,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
972,F,transportadora,3,5,173.0,2,low,M,14,1638,1,Rio de Janeiro,2021-08-01,2021-08-03,5,2025-05-20T23:01:37.806Z,2,expressa,5.0,1,médio,0
1109,C,transportadora,4,4,232.0,3,medium,F,61,2484,1,Paraíba,2023-12-29,2023-12-31,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
1235,C,transportadora,2,3,280.0,4,low,M,17,3555,1,Distrito Federal,2023-09-24,2023-09-27,5,2025-05-20T23:01:37.806Z,3,normal,4.0,0,alto,0
3583,D,pac,3,4,182.0,3,medium,F,2,5281,1,Mato Grosso do Sul,2024-06-15,2024-06-17,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,médio,0
3887,C,pac,5,4,230.0,3,low,M,1,4727,0,Acre,2020-08-04,2020-09-11,3,2025-05-20T23:01:37.806Z,38,lenta,3.5,0,alto,0
4541,C,pac,3,2,255.0,7,low,F,3,5936,0,Alagoas,2023-10-12,2023-10-26,2,2025-05-20T23:01:37.806Z,14,lenta,2.0,0,alto,1
7325,C,pac,3,1,212.0,2,medium,M,7,5022,0,Rondônia,2023-03-11,2023-03-23,3,2025-05-20T23:01:37.806Z,12,lenta,2.0,0,alto,1
9770,F,pac,4,4,246.0,3,low,F,7,4090,0,Santa Catarina,2021-07-30,2021-09-07,3,2025-05-20T23:01:37.806Z,39,lenta,3.5,0,alto,0
10324,B,pac,5,5,177.0,4,medium,F,2,4873,0,Pará,2021-09-09,2021-10-05,1,2025-05-20T23:01:37.806Z,26,lenta,3.0,0,médio,1
957,A,transportadora,4,1,208.0,7,high,F,65,2674,1,Alagoas,2024-08-18,2024-08-19,5,2025-05-20T23:01:37.806Z,1,expressa,3.0,1,alto,1
2034,F,sedex,3,2,264.0,4,high,F,32,2754,1,Pará,2023-06-17,2023-06-19,4,2025-05-20T23:01:37.806Z,2,expressa,3.0,1,alto,1
2038,B,sedex,4,1,280.0,3,medium,M,2,3366,1,Rio Grande do Sul,2024-08-09,2024-08-11,4,2025-05-20T23:01:37.806Z,2,expressa,2.5,1,alto,1
2966,F,pac,3,5,126.0,2,low,F,29,1192,1,Sergipe,2024-04-21,2024-04-26,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
4554,F,pac,6,3,244.0,4,low,F,5,1668,1,Piauí,2022-12-27,2022-12-30,4,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,0
5638,B,pac,3,2,215.0,3,medium,F,10,4198,1,Bahia,2020-08-22,2020-08-25,5,2025-05-20T23:01:37.806Z,3,normal,3.5,0,alto,1
5676,F,pac,3,4,102.0,3,medium,M,9,4111,0,Alagoas,2023-10-27,2023-11-07,2,2025-05-20T23:01:37.806Z,11,lenta,3.0,0,médio,1
6276,F,sedex,7,5,133.0,5,low,F,3,1544,1,Mato Grosso do Sul,2020-11-27,2020-12-02,4,2025-05-20T23:01:37.806Z,5,normal,4.5,0,médio,0
7188,F,pac,5,3,256.0,5,medium,M,5,1080,1,Bahia,2021-04-25,2021-04-29,4,2025-05-20T23:01:37.806Z,4,normal,3.5,0,alto,0
573,A,pac,3,4,234.0,2,medium,M,46,3108,1,desconhecido,2021-09-06,2021-09-08,5,2025-05-20T23:01:37.806Z,2,expressa,4.5,1,alto,0
621,A,pac,2,5,265.0,2,low,F,50,3859,1,Piauí,2020-02-01,2020-02-04,4,2025-05-20T23:01:37.806Z,3,normal,4.5,0,alto,0
1273,D,pac,3,5,257.0,3,low,F,52,2170,1,Goiás,2023-09-19,2023-09-20,4,2025-05-20T23:01:37.806Z,1,expressa,4.5,1,alto,0
